"Gruppe";"KommuneNr";"FV2015 - Stemmeberettigede";"FV2015 - Afgivne stemmer";"FV2015 - Blanke stemmer";"FV2015 - Andre ugyldige stemmer";"FV2015 - Gyldige stemmer";"FV2015 - Socialdemokratiet";"FV2015 - Radikale Venstre";"FV2015 - Konservative Folkeparti";"FV2015 - Socialistisk Folkeparti";"FV2015 - Centrum-Demokraterne";"FV2015 - Kristendemokraterne";"FV2015 - Liberal Alliance";"FV2015 - Dansk Folkeparti";"FV2015 - Kristeligt Folkeparti";"FV2015 - Minoritetspartiet";"FV2015 - Venstre";"FV2015 - Ny Alliance";"FV2015 - Fremskridtspartiet";"FV2015 - Enhedslisten";"FV2015 - Alternativet";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Stram Kurs";"FV2015 - Klaus Riskær Pedersen";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2011 - Stemmeberettigede";"FV2011 - Afgivne stemmer";"FV2011 - Blanke stemmer";"FV2011 - Andre ugyldige stemmer";"FV2011 - Gyldige stemmer";"FV2011 - Socialdemokratiet";"FV2011 - Radikale Venstre";"FV2011 - Konservative Folkeparti";"FV2011 - Socialistisk Folkeparti";"FV2011 - Centrum-Demokraterne";"FV2011 - Kristendemokraterne";"FV2011 - Liberal Alliance";"FV2011 - Dansk Folkeparti";"FV2011 - Kristeligt Folkeparti";"FV2011 - Minoritetspartiet";"FV2011 - Venstre";"FV2011 - Ny Alliance";"FV2011 - Fremskridtspartiet";"FV2011 - Enhedslisten";"FV2011 - Alternativet";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Stram Kurs";"FV2011 - Klaus Riskær Pedersen";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2007 - Stemmeberettigede";"FV2007 - Afgivne stemmer";"FV2007 - Blanke stemmer";"FV2007 - Andre ugyldige stemmer";"FV2007 - Gyldige stemmer";"FV2007 - Socialdemokratiet";"FV2007 - Radikale Venstre";"FV2007 - Konservative Folkeparti";"FV2007 - Socialistisk Folkeparti";"FV2007 - Centrum-Demokraterne";"FV2007 - Kristendemokraterne";"FV2007 - Liberal Alliance";"FV2007 - Dansk Folkeparti";"FV2007 - Kristeligt Folkeparti";"FV2007 - Minoritetspartiet";"FV2007 - Venstre";"FV2007 - Ny Alliance";"FV2007 - Fremskridtspartiet";"FV2007 - Enhedslisten";"FV2007 - Alternativet";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Stram Kurs";"FV2007 - Klaus Riskær Pedersen";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - Socialdemokratiet";"FV2001 - Radikale Venstre";"FV2001 - Konservative Folkeparti";"FV2001 - Socialistisk Folkeparti";"FV2001 - Centrum-Demokraterne";"FV2001 - Kristendemokraterne";"FV2001 - Liberal Alliance";"FV2001 - Dansk Folkeparti";"FV2001 - Kristeligt Folkeparti";"FV2001 - Minoritetspartiet";"FV2001 - Venstre";"FV2001 - Ny Alliance";"FV2001 - Fremskridtspartiet";"FV2001 - Enhedslisten";"FV2001 - Alternativet";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Stram Kurs";"FV2001 - Klaus Riskær Pedersen";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - Socialdemokratiet";"FV2005 - Radikale Venstre";"FV2005 - Konservative Folkeparti";"FV2005 - Socialistisk Folkeparti";"FV2005 - Centrum-Demokraterne";"FV2005 - Kristendemokraterne";"FV2005 - Liberal Alliance";"FV2005 - Dansk Folkeparti";"FV2005 - Kristeligt Folkeparti";"FV2005 - Minoritetspartiet";"FV2005 - Venstre";"FV2005 - Ny Alliance";"FV2005 - Fremskridtspartiet";"FV2005 - Enhedslisten";"FV2005 - Alternativet";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Stram Kurs";"FV2005 - Klaus Riskær Pedersen";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2019 - Stemmeberettigede";"FV2019 - Afgivne stemmer";"FV2019 - Blanke stemmer";"FV2019 - Andre ugyldige stemmer";"FV2019 - Gyldige stemmer";"FV2019 - Socialdemokratiet";"FV2019 - Radikale Venstre";"FV2019 - Konservative Folkeparti";"FV2019 - Socialistisk Folkeparti";"FV2019 - Centrum-Demokraterne";"FV2019 - Kristendemokraterne";"FV2019 - Liberal Alliance";"FV2019 - Dansk Folkeparti";"FV2019 - Kristeligt Folkeparti";"FV2019 - Minoritetspartiet";"FV2019 - Venstre";"FV2019 - Ny Alliance";"FV2019 - Fremskridtspartiet";"FV2019 - Enhedslisten";"FV2019 - Alternativet";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Stram Kurs";"FV2019 - Klaus Riskær Pedersen";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne"
"265005";"265";"62392";"54915";"507";"217";"54191";"14087";"3257";"1780";"2920";"-";"234";"4456";"10114";"-";"-";"10339";"-";"-";"4148";"2838";"13";"2";"3";"-";"-";"-";"-";"-";"60344";"54375";"347";"209";"53819";"11498";"6327";"3028";"5605";"-";"205";"3149";"6523";"-";"-";"13788";"-";"-";"3680";"-";"12";"0";"4";"-";"-";"-";"-";"-";"58847";"52639";"195";"138";"52306";"12249";"3234";"5608";"7313";"-";"268";"-";"6534";"-";"-";"13637";"2029";"-";"1434";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57974";"52066";"297";"124";"51645";"14671";"2978";"4393";"3915";"970";"-";"-";"5656";"899";"-";"16557";"-";"166";"1440";"-";"-";"-";"-";"-";"-";"-";"-";"-";"58583";"51161";"320";"112";"50729";"11681";"5573";"5204";"3777";"547";"585";"-";"6437";"-";"131";"14850";"-";"-";"1944";"-";"-";"-";"-";"-";"-";"-";"-";"-";"64331";"56201";"407";"172";"55622";"13225";"5441";"4136";"5924";"1116";"462";"1360";"4141";"-";"-";"12923";"-";"-";"3752";"1675";"10";"-";"-";"937";"520";"-";"-";"-"
"269001";"269";"15658";"14051";"97";"47";"13907";"3184";"508";"464";"403";"-";"30";"1556";"3329";"-";"-";"3492";"-";"-";"588";"349";"4";"0";"0";"-";"-";"-";"-";"-";"15146";"13880";"75";"67";"13738";"2560";"1052";"850";"871";"-";"26";"909";"2074";"-";"-";"4857";"-";"-";"538";"-";"1";"0";"0";"-";"-";"-";"-";"-";"14913";"13397";"38";"24";"13335";"2616";"498";"1401";"1144";"-";"32";"-";"2056";"-";"-";"4974";"477";"-";"137";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14812";"13451";"62";"30";"13359";"3196";"502";"1315";"711";"263";"-";"-";"1795";"136";"-";"5266";"-";"48";"127";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15023";"13109";"50";"25";"13034";"2499";"930";"1341";"579";"150";"100";"-";"2078";"-";"23";"5077";"-";"-";"257";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16622";"14691";"99";"37";"14555";"3102";"1028";"1305";"1071";"395";"96";"490";"1427";"-";"-";"4558";"-";"-";"421";"211";"2";"-";"-";"307";"142";"-";"-";"-"
"270004";"270";"31061";"27149";"190";"76";"26883";"5541";"976";"792";"954";"-";"388";"2343";"6889";"-";"-";"5932";"-";"-";"1733";"1332";"2";"1";"-";"-";"-";"-";"-";"-";"30555";"27303";"150";"61";"27092";"4799";"2387";"1091";"1894";"-";"251";"1440";"3605";"-";"-";"10183";"-";"-";"1433";"-";"9";"-";"-";"-";"-";"-";"-";"-";"30057";"26380";"90";"62";"26228";"5166";"1471";"2504";"2898";"-";"279";"-";"4245";"-";"-";"8265";"947";"-";"453";"-";"-";"-";"-";"-";"-";"-";"-";"-";"29812";"26453";"158";"58";"26237";"5929";"1300";"1670";"1694";"567";"-";"-";"3431";"763";"-";"10130";"-";"170";"583";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30051";"25561";"132";"34";"25395";"4511";"2420";"2018";"1364";"288";"549";"-";"4072";"-";"61";"9216";"-";"-";"896";"-";"-";"-";"-";"-";"-";"-";"-";"-";"31484";"26732";"166";"72";"26494";"5782";"1798";"2095";"1670";"1094";"579";"602";"2802";"-";"-";"6877";"-";"-";"1464";"761";"4";"42";"-";"585";"339";"-";"-";"-"
"306004";"306";"26100";"22134";"183";"56";"21895";"6276";"549";"544";"697";"-";"52";"961";"6049";"-";"-";"4129";"-";"-";"1649";"978";"8";"1";"2";"-";"-";"-";"-";"-";"25805";"22355";"156";"50";"22149";"5571";"1520";"780";"2055";"-";"75";"708";"4028";"-";"-";"5863";"-";"-";"1541";"-";"4";"2";"2";"-";"-";"-";"-";"-";"25795";"22043";"119";"40";"21884";"5402";"913";"1472";"2878";"-";"52";"-";"4057";"-";"-";"6132";"593";"-";"385";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25025";"21655";"209";"59";"21387";"5995";"954";"2234";"1588";"348";"-";"-";"2906";"303";"-";"6430";"-";"131";"476";"-";"22";"-";"-";"-";"-";"-";"-";"-";"25377";"21145";"125";"49";"20971";"5413";"1713";"1684";"1405";"214";"162";"-";"3238";"-";"57";"6382";"-";"-";"698";"-";"5";"-";"-";"-";"-";"-";"-";"-";"26400";"21761";"182";"74";"21505";"6529";"986";"1038";"1472";"528";"163";"249";"2806";"-";"-";"4901";"-";"-";"1401";"504";"10";"-";"-";"626";"292";"-";"-";"-"
"316009";"316";"51506";"44047";"368";"148";"43531";"12173";"1901";"1357";"1447";"-";"182";"2650";"10167";"-";"-";"8666";"-";"-";"3414";"1563";"10";"1";"0";"-";"-";"-";"-";"-";"51088";"44637";"299";"94";"44244";"11449";"3712";"2146";"4071";"-";"191";"1890";"6396";"-";"-";"11657";"-";"-";"2713";"-";"11";"2";"6";"-";"-";"-";"-";"-";"50415";"43727";"199";"56";"43472";"11075";"2286";"3809";"5468";"-";"202";"-";"6620";"-";"-";"11931";"1300";"-";"781";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48094";"42022";"341";"90";"41591";"11896";"2593";"5425";"2741";"684";"-";"-";"4680";"703";"-";"11744";"-";"204";"872";"-";"49";"-";"-";"-";"-";"-";"-";"-";"48950";"41370";"289";"90";"40991";"10396";"4060";"3922";"2624";"527";"450";"-";"5440";"-";"85";"12222";"-";"-";"1260";"-";"5";"-";"-";"-";"-";"-";"-";"-";"52991";"44454";"350";"140";"43964";"12772";"2849";"2586";"3189";"975";"377";"884";"4632";"-";"-";"10408";"-";"-";"2667";"934";"49";"-";"-";"1102";"540";"-";"-";"-"
"320003";"320";"26706";"22868";"171";"89";"22608";"5666";"569";"686";"888";"-";"81";"1458";"6516";"-";"-";"4609";"-";"-";"1446";"676";"4";"8";"1";"-";"-";"-";"-";"-";"26476";"23262";"178";"79";"23005";"5352";"1646";"1190";"2030";"-";"79";"988";"4027";"-";"-";"6486";"-";"-";"1201";"-";"4";"0";"2";"-";"-";"-";"-";"-";"26353";"22736";"117";"32";"22587";"5433";"862";"2180";"2535";"-";"106";"-";"3940";"-";"-";"6631";"582";"-";"318";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25377";"22334";"228";"61";"22045";"6108";"846";"1949";"1288";"427";"-";"-";"2840";"400";"-";"7665";"-";"111";"396";"-";"15";"-";"-";"-";"-";"-";"-";"-";"25667";"21812";"173";"50";"21589";"5265";"1481";"2223";"1173";"287";"216";"-";"3286";"-";"41";"7033";"-";"-";"579";"-";"5";"-";"-";"-";"-";"-";"-";"-";"27485";"22889";"215";"66";"22608";"6270";"888";"1375";"1971";"687";"194";"380";"2779";"-";"-";"5494";"-";"-";"1052";"423";"4";"-";"-";"800";"291";"-";"-";"-"
"326003";"326";"37308";"31379";"226";"126";"31027";"8238";"763";"647";"994";"-";"93";"1488";"9574";"-";"-";"6204";"-";"-";"2079";"938";"3";"4";"2";"-";"-";"-";"-";"-";"37150";"31964";"226";"89";"31649";"7872";"1934";"1006";"3152";"-";"130";"1076";"6428";"-";"-";"8394";"-";"-";"1640";"-";"6";"2";"9";"-";"-";"-";"-";"-";"37393";"31873";"145";"68";"31660";"7753";"1221";"2053";"3826";"-";"124";"-";"6766";"-";"-";"8789";"709";"-";"419";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36126";"31320";"271";"84";"30965";"9264";"1109";"2869";"2083";"377";"-";"-";"4712";"475";"-";"9347";"-";"194";"463";"-";"72";"-";"-";"-";"-";"-";"-";"-";"36771";"30788";"202";"79";"30507";"8301";"2090";"2050";"1894";"274";"268";"-";"5104";"-";"72";"9769";"-";"-";"675";"-";"10";"-";"-";"-";"-";"-";"-";"-";"37478";"30609";"246";"136";"30227";"8543";"1320";"1238";"2094";"961";"231";"381";"4109";"-";"-";"7752";"-";"-";"1605";"476";"11";"-";"-";"1201";"305";"-";"-";"-"
"329009";"329";"24430";"21094";"188";"60";"20846";"5474";"758";"534";"740";"-";"74";"1420";"5586";"-";"-";"4062";"-";"-";"1421";"771";"4";"1";"1";"-";"-";"-";"-";"-";"23807";"21010";"158";"55";"20797";"5163";"1678";"853";"1760";"-";"67";"1049";"3403";"-";"-";"5550";"-";"-";"1258";"-";"6";"7";"3";"-";"-";"-";"-";"-";"23190";"20160";"100";"34";"20026";"5194";"813";"1667";"2321";"-";"67";"-";"3367";"-";"-";"5663";"643";"-";"291";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22122";"19427";"150";"106";"19171";"5655";"777";"1470";"1488";"300";"-";"-";"2816";"267";"-";"6037";"-";"73";"259";"-";"29";"-";"-";"-";"-";"-";"-";"-";"22591";"19247";"109";"51";"19087";"4822";"1528";"1585";"1273";"196";"166";"-";"3225";"-";"54";"5777";"-";"-";"458";"-";"3";"-";"-";"-";"-";"-";"-";"-";"25053";"21158";"164";"55";"20939";"5384";"1394";"1345";"1867";"512";"143";"412";"2425";"-";"-";"5121";"-";"-";"1176";"436";"9";"-";"-";"510";"205";"-";"-";"-"
"330016";"330";"58576";"48752";"441";"124";"48187";"13197";"1432";"1151";"1562";"-";"182";"3052";"13577";"-";"-";"9298";"-";"-";"3253";"1464";"13";"3";"3";"-";"-";"-";"-";"-";"58086";"49763";"334";"132";"49297";"12645";"3009";"1999";"4780";"-";"171";"2246";"9038";"-";"-";"12642";"-";"-";"2681";"-";"9";"5";"72";"-";"-";"-";"-";"-";"57783";"48822";"202";"78";"48542";"12633";"1402";"3682";"5834";"-";"182";"-";"9654";"-";"-";"13335";"1166";"-";"654";"-";"-";"-";"-";"-";"-";"-";"-";"-";"56507";"48387";"381";"175";"47831";"14251";"1770";"4420";"3138";"634";"-";"-";"7944";"624";"-";"13863";"-";"287";"742";"-";"158";"-";"-";"-";"-";"-";"-";"-";"56951";"46718";"298";"91";"46329";"12357";"2755";"3734";"2915";"421";"428";"-";"8288";"-";"98";"14207";"-";"-";"1116";"-";"10";"-";"-";"-";"-";"-";"-";"-";"59710";"48626";"408";"100";"48118";"13478";"2626";"2349";"3788";"1455";"349";"745";"5540";"-";"-";"12438";"-";"-";"2410";"859";"15";"-";"-";"1608";"458";"-";"-";"-"
"336002";"336";"16890";"14776";"110";"52";"14614";"3631";"365";"526";"601";"-";"52";"879";"4144";"-";"-";"3012";"-";"-";"878";"519";"5";"2";"0";"-";"-";"-";"-";"-";"16688";"14850";"114";"24";"14712";"3149";"1088";"782";"1219";"-";"37";"687";"2717";"-";"-";"4263";"-";"-";"765";"-";"5";"0";"0";"-";"-";"-";"-";"-";"16567";"14663";"60";"26";"14577";"3533";"520";"1375";"1603";"-";"45";"-";"2521";"-";"-";"4376";"410";"-";"194";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16445";"14816";"117";"44";"14655";"3821";"506";"1343";"740";"253";"-";"-";"2090";"173";"-";"5381";"-";"76";"272";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16601";"14273";"83";"42";"14148";"3072";"985";"1367";"724";"176";"112";"-";"2480";"-";"25";"4791";"-";"-";"416";"-";"0";"-";"-";"-";"-";"-";"-";"-";"17377";"14756";"101";"30";"14625";"3523";"708";"1112";"1554";"391";"111";"282";"1674";"-";"-";"3686";"-";"-";"741";"240";"2";"-";"-";"421";"180";"-";"-";"-"
"340010";"340";"22127";"19056";"167";"45";"18844";"4836";"644";"766";"792";"-";"119";"1073";"4926";"-";"-";"3641";"-";"-";"1263";"774";"3";"2";"5";"-";"-";"-";"-";"-";"21940";"19279";"140";"28";"19111";"4553";"1575";"975";"1796";"-";"118";"902";"3015";"-";"-";"5123";"-";"-";"1038";"-";"6";"6";"4";"-";"-";"-";"-";"-";"21604";"18830";"93";"36";"18701";"4544";"780";"1671";"2231";"-";"137";"-";"3074";"-";"-";"5408";"556";"-";"300";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20855";"18258";"169";"71";"18018";"5069";"786";"1830";"1105";"276";"-";"-";"2226";"473";"-";"5789";"-";"101";"328";"-";"35";"-";"-";"-";"-";"-";"-";"-";"21230";"17999";"119";"38";"17842";"4281";"1462";"1642";"1050";"196";"340";"-";"2539";"-";"44";"5807";"-";"-";"470";"-";"11";"-";"-";"-";"-";"-";"-";"-";"22486";"18852";"135";"64";"18653";"4886";"1116";"1292";"1655";"477";"220";"300";"2127";"-";"-";"4360";"-";"-";"1054";"422";"9";"-";"-";"529";"206";"-";"-";"-"
"350009";"350";"20036";"18123";"151";"57";"17915";"4267";"787";"504";"1070";"-";"69";"1282";"3870";"-";"-";"4051";"-";"-";"1167";"839";"6";"2";"1";"-";"-";"-";"-";"-";"19620";"18008";"140";"53";"17815";"3402";"1772";"878";"1807";"-";"64";"1083";"2468";"-";"-";"5354";"-";"-";"982";"-";"3";"2";"0";"-";"-";"-";"-";"-";"19346";"17659";"76";"50";"17533";"3862";"944";"1580";"2056";"-";"80";"-";"2504";"-";"-";"5550";"632";"-";"325";"-";"-";"-";"-";"-";"-";"-";"-";"-";"18896";"17393";"108";"40";"17245";"4575";"897";"1184";"954";"324";"-";"-";"2035";"292";"-";"6519";"-";"57";"408";"-";"-";"-";"-";"-";"-";"-";"-";"-";"19101";"17139";"112";"34";"16993";"3641";"1669";"1375";"926";"182";"201";"-";"2255";"-";"42";"6129";"-";"-";"573";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20610";"18349";"138";"51";"18160";"4088";"1329";"1196";"1999";"489";"184";"386";"1712";"-";"-";"4690";"-";"-";"1044";"500";"1";"-";"-";"340";"202";"-";"-";"-"
"360029";"360";"33835";"27500";"224";"108";"27168";"9679";"365";"935";"1111";"-";"80";"802";"7024";"-";"-";"4494";"-";"-";"2019";"646";"9";"2";"2";"-";"-";"-";"-";"-";"35795";"30150";"209";"153";"29788";"9279";"1255";"961";"5440";"-";"92";"814";"4544";"-";"-";"5802";"-";"-";"1583";"-";"12";"3";"3";"-";"-";"-";"-";"-";"37618";"31347";"129";"131";"31087";"7940";"524";"1503";"8032";"-";"76";"-";"5234";"-";"-";"7014";"402";"-";"362";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39133";"33727";"368";"104";"33255";"12568";"889";"2445";"2538";"310";"-";"-";"4710";"373";"-";"8473";"-";"257";"692";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38343";"31439";"241";"110";"31088";"10986";"1673";"1886";"2190";"266";"241";"-";"5002";"-";"95";"7860";"-";"-";"872";"-";"17";"-";"-";"-";"-";"-";"-";"-";"32741";"25327";"218";"77";"25032";"10000";"632";"912";"1736";"588";"171";"241";"3065";"-";"-";"5134";"-";"-";"1234";"273";"3";"-";"-";"830";"213";"-";"-";"-"
"370007";"370";"61884";"53019";"440";"144";"52435";"17230";"1175";"1526";"1690";"-";"235";"3438";"12914";"-";"-";"9357";"-";"-";"3278";"1573";"10";"8";"1";"-";"-";"-";"-";"-";"60856";"53268";"368";"160";"52740";"15208";"3546";"2797";"4706";"-";"264";"2282";"8092";"-";"-";"13059";"-";"-";"2763";"-";"14";"3";"6";"-";"-";"-";"-";"-";"60654";"52546";"238";"108";"52200";"15339";"1788";"5110";"6012";"-";"229";"-";"8305";"-";"-";"13430";"1313";"-";"674";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57805";"50695";"393";"132";"50170";"16094";"1789";"6534";"3013";"759";"-";"-";"5564";"929";"-";"14334";"-";"275";"862";"-";"17";"-";"-";"-";"-";"-";"-";"-";"59184";"49862";"299";"122";"49441";"14328";"3353";"5976";"2604";"538";"539";"-";"6919";"-";"105";"13828";"-";"-";"1241";"-";"10";"-";"-";"-";"-";"-";"-";"-";"62805";"52203";"383";"130";"51690";"17409";"2411";"2841";"4192";"1355";"394";"956";"5179";"-";"-";"11787";"-";"-";"2372";"900";"7";"-";"-";"1380";"507";"-";"-";"-"
"376003";"376";"47693";"40156";"354";"152";"39650";"12657";"791";"933";"1319";"-";"190";"1501";"11534";"-";"-";"6760";"-";"-";"2853";"1097";"8";"6";"1";"-";"-";"-";"-";"-";"48364";"41787";"296";"146";"41345";"13097";"2328";"1603";"4262";"-";"197";"1284";"6606";"-";"-";"9627";"-";"-";"2325";"-";"14";"1";"1";"-";"-";"-";"-";"-";"49243";"42233";"226";"148";"41859";"12852";"1274";"2913";"5305";"-";"163";"-";"7103";"-";"-";"10829";"843";"-";"577";"-";"-";"-";"-";"-";"-";"-";"-";"-";"49655";"43424";"464";"136";"42824";"14309";"1596";"3850";"2638";"551";"-";"-";"5899";"609";"-";"12393";"-";"262";"717";"-";"-";"-";"-";"-";"-";"-";"-";"-";"49364";"41430";"300";"137";"40993";"12968";"2799";"3602";"2371";"446";"382";"-";"6251";"-";"99";"11039";"-";"-";"1025";"-";"11";"-";"-";"-";"-";"-";"-";"-";"47446";"38479";"359";"145";"37975";"12995";"1430";"1674";"2844";"847";"326";"432";"5444";"-";"-";"8040";"-";"-";"1815";"614";"5";"-";"-";"1102";"407";"-";"-";"-"
"390005";"390";"35369";"30440";"252";"97";"30091";"8975";"734";"732";"1101";"-";"89";"1454";"7526";"-";"-";"5642";"-";"-";"2346";"1477";"9";"4";"2";"-";"-";"-";"-";"-";"35430";"31067";"220";"96";"30751";"8362";"2083";"1336";"3276";"-";"113";"1230";"4847";"-";"-";"7326";"-";"-";"2164";"-";"9";"2";"3";"-";"-";"-";"-";"-";"35723";"31127";"150";"117";"30860";"7995";"1228";"2372";"4514";"-";"104";"-";"5049";"-";"-";"8229";"727";"-";"642";"-";"-";"-";"-";"-";"-";"-";"-";"-";"35162";"30868";"291";"74";"30503";"9594";"1101";"2872";"2431";"437";"-";"-";"3517";"390";"-";"9236";"-";"201";"724";"-";"-";"-";"-";"-";"-";"-";"-";"-";"35432";"30153";"207";"87";"29859";"7980";"2268";"2872";"2209";"316";"235";"-";"4342";"-";"122";"8464";"-";"-";"1047";"-";"4";"-";"-";"-";"-";"-";"-";"-";"35670";"29643";"274";"77";"29292";"8776";"1814";"1412";"2804";"684";"201";"355";"2827";"-";"-";"6517";"-";"-";"1970";"822";"15";"-";"-";"818";"277";"-";"-";"-"
"400006";"400";"31380";"26205";"227";"81";"25897";"8661";"426";"440";"711";"-";"749";"1037";"5155";"-";"-";"5253";"-";"-";"2170";"1295";"-";"-";"-";"-";"-";"-";"-";"-";"32355";"27579";"180";"97";"27302";"9788";"1503";"579";"2000";"-";"681";"508";"2965";"-";"-";"7300";"-";"-";"1978";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33081";"28132";"174";"57";"27901";"9875";"617";"1682";"3301";"-";"555";"-";"3357";"-";"-";"7341";"615";"-";"537";"-";"21";"-";"-";"-";"-";"-";"-";"-";"33641";"28948";"234";"90";"28624";"10916";"553";"995";"1285";"293";"-";"-";"2764";"1110";"-";"9915";"-";"200";"593";"-";"-";"-";"-";"-";"-";"-";"-";"-";"33267";"27730";"162";"70";"27498";"9102";"1132";"795";"1109";"179";"1094";"-";"2717";"-";"64";"9582";"-";"-";"1198";"-";"88";"438";"-";"-";"-";"-";"-";"-";"31154";"25489";"205";"57";"25227";"8573";"844";"453";"1085";"428";"1033";"247";"2625";"-";"-";"6375";"-";"-";"2042";"822";"-";"-";"-";"479";"221";"-";"-";"-"
"410011";"410";"28428";"24950";"224";"48";"24678";"7260";"845";"793";"1005";"-";"112";"1637";"5784";"-";"-";"5001";"-";"-";"1417";"824";"-";"-";"-";"-";"-";"-";"-";"-";"27987";"25066";"151";"74";"24841";"6622";"2084";"1140";"2158";"-";"110";"1190";"3285";"-";"-";"7159";"-";"-";"1083";"-";"8";"2";"-";"-";"-";"-";"-";"-";"27541";"24123";"117";"65";"23941";"6362";"1198";"2952";"2644";"-";"101";"-";"3737";"-";"-";"6124";"588";"-";"230";"-";"5";"-";"-";"-";"-";"-";"-";"-";"26463";"23564";"201";"59";"23304";"7271";"1233";"2526";"1170";"313";"-";"-";"2995";"398";"-";"6980";"-";"123";"295";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26883";"23187";"147";"41";"22999";"6369";"1913";"3093";"1092";"220";"263";"-";"3170";"-";"73";"6338";"-";"-";"468";"-";"-";"-";"-";"-";"-";"-";"-";"-";"29308";"25171";"237";"74";"24860";"7713";"1595";"1557";"1471";"478";"312";"482";"2357";"-";"-";"6715";"-";"-";"1060";"498";"-";"-";"-";"421";"201";"-";"-";"-"
"411001";"411";"59";"58";"3";"0";"55";"22";"1";"1";"5";"-";"0";"0";"13";"-";"-";"4";"-";"-";"5";"4";"-";"-";"-";"-";"-";"-";"-";"-";"69";"64";"2";"0";"62";"13";"6";"1";"11";"-";"0";"1";"7";"-";"-";"9";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"69";"68";"2";"0";"66";"13";"1";"6";"27";"-";"0";"-";"4";"-";"-";"9";"2";"-";"4";"-";"0";"-";"-";"-";"-";"-";"-";"-";"74";"71";"2";"1";"68";"13";"7";"8";"9";"2";"-";"-";"4";"0";"-";"20";"-";"0";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"73";"70";"2";"0";"68";"14";"10";"2";"2";"1";"2";"-";"4";"-";"0";"22";"-";"-";"11";"-";"0";"0";"-";"-";"-";"-";"-";"-";"60";"58";"2";"0";"56";"20";"2";"3";"6";"0";"0";"1";"1";"-";"-";"9";"-";"-";"10";"2";"-";"-";"-";"2";"0";"-";"-";"-"
